id	filename	protocol	dataType	analysisType	antibody	donor	group	mnemonic	stdName	edaccName	anatomy	type	age	sex	solidLiquid	ethnicity	singledonorComposite
E099-H3K27me3	E099-H3K27me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K27me3	E099	Other	PLCNT.AMN	Placenta Amnion	Placenta_Amnion	PLACENTA	PrimaryTissue	16GW	Male	SOLID	African American	SD
E099-H3K36me3	E099-H3K36me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K36me3	E099	Other	PLCNT.AMN	Placenta Amnion	Placenta_Amnion	PLACENTA	PrimaryTissue	16GW	Male	SOLID	African American	SD
E099-H3K4me1	E099-H3K4me1.narrowPeak	ChIP-seq	histone	narrowPeak	H3K4me1	E099	Other	PLCNT.AMN	Placenta Amnion	Placenta_Amnion	PLACENTA	PrimaryTissue	16GW	Male	SOLID	African American	SD
E099-H3K4me3	E099-H3K4me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K4me3	E099	Other	PLCNT.AMN	Placenta Amnion	Placenta_Amnion	PLACENTA	PrimaryTissue	16GW	Male	SOLID	African American	SD
E099-H3K9me3	E099-H3K9me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K9me3	E099	Other	PLCNT.AMN	Placenta Amnion	Placenta_Amnion	PLACENTA	PrimaryTissue	16GW	Male	SOLID	African American	SD
E100-DNase.hotspot.all	E100-DNase.hotspot.all.peaks.bed	DnaseI-seq	dnase	hotspot.all	NA	E100	Muscle	MUS.PSOAS	Psoas Muscle	Psoas_Muscle	MUSCLE	PrimaryTissue	3Y, 34Y	Male	SOLID	Caucasian/African American, Caucasian	C
E100-DNase.hotspot.fdr0.01	E100-DNase.hotspot.fdr0.01.peaks.bed	DnaseI-seq	dnase	hotspot.fdr0.01	NA	E100	Muscle	MUS.PSOAS	Psoas Muscle	Psoas_Muscle	MUSCLE	PrimaryTissue	3Y, 34Y	Male	SOLID	Caucasian/African American, Caucasian	C
E100-DNase.macs2	E100-DNase.macs2.narrowPeak	DnaseI-seq	dnase	narrowPeak	NA	E100	Muscle	MUS.PSOAS	Psoas Muscle	Psoas_Muscle	MUSCLE	PrimaryTissue	3Y, 34Y	Male	SOLID	Caucasian/African American, Caucasian	C
E100-H3K27ac	E100-H3K27ac.narrowPeak	ChIP-seq	histone	narrowPeak	H3K27ac	E100	Muscle	MUS.PSOAS	Psoas Muscle	Psoas_Muscle	MUSCLE	PrimaryTissue	3Y, 34Y	Male	SOLID	Caucasian/African American, Caucasian	C
E100-H3K27me3	E100-H3K27me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K27me3	E100	Muscle	MUS.PSOAS	Psoas Muscle	Psoas_Muscle	MUSCLE	PrimaryTissue	3Y, 34Y	Male	SOLID	Caucasian/African American, Caucasian	C
E100-H3K36me3	E100-H3K36me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K36me3	E100	Muscle	MUS.PSOAS	Psoas Muscle	Psoas_Muscle	MUSCLE	PrimaryTissue	3Y, 34Y	Male	SOLID	Caucasian/African American, Caucasian	C
E100-H3K4me1	E100-H3K4me1.narrowPeak	ChIP-seq	histone	narrowPeak	H3K4me1	E100	Muscle	MUS.PSOAS	Psoas Muscle	Psoas_Muscle	MUSCLE	PrimaryTissue	3Y, 34Y	Male	SOLID	Caucasian/African American, Caucasian	C
E100-H3K4me3	E100-H3K4me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K4me3	E100	Muscle	MUS.PSOAS	Psoas Muscle	Psoas_Muscle	MUSCLE	PrimaryTissue	3Y, 34Y	Male	SOLID	Caucasian/African American, Caucasian	C
E100-H3K9me3	E100-H3K9me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K9me3	E100	Muscle	MUS.PSOAS	Psoas Muscle	Psoas_Muscle	MUSCLE	PrimaryTissue	3Y, 34Y	Male	SOLID	Caucasian/African American, Caucasian	C
E101-H3K27ac	E101-H3K27ac.narrowPeak	ChIP-seq	histone	narrowPeak	H3K27ac	E101	Digestive	GI.RECT.MUC.29	Rectal Mucosa Donor 29	Rectal_Mucosa.Donor_29	GI_RECTUM	PrimaryTissue	50Y	Female	SOLID	Caucasian	SD
E101-H3K27me3	E101-H3K27me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K27me3	E101	Digestive	GI.RECT.MUC.29	Rectal Mucosa Donor 29	Rectal_Mucosa.Donor_29	GI_RECTUM	PrimaryTissue	50Y	Female	SOLID	Caucasian	SD
E101-H3K36me3	E101-H3K36me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K36me3	E101	Digestive	GI.RECT.MUC.29	Rectal Mucosa Donor 29	Rectal_Mucosa.Donor_29	GI_RECTUM	PrimaryTissue	50Y	Female	SOLID	Caucasian	SD
E101-H3K4me1	E101-H3K4me1.narrowPeak	ChIP-seq	histone	narrowPeak	H3K4me1	E101	Digestive	GI.RECT.MUC.29	Rectal Mucosa Donor 29	Rectal_Mucosa.Donor_29	GI_RECTUM	PrimaryTissue	50Y	Female	SOLID	Caucasian	SD
E101-H3K4me3	E101-H3K4me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K4me3	E101	Digestive	GI.RECT.MUC.29	Rectal Mucosa Donor 29	Rectal_Mucosa.Donor_29	GI_RECTUM	PrimaryTissue	50Y	Female	SOLID	Caucasian	SD
E101-H3K9ac	E101-H3K9ac.narrowPeak	ChIP-seq	histone	narrowPeak	H3K9ac	E101	Digestive	GI.RECT.MUC.29	Rectal Mucosa Donor 29	Rectal_Mucosa.Donor_29	GI_RECTUM	PrimaryTissue	50Y	Female	SOLID	Caucasian	SD
E101-H3K9me3	E101-H3K9me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K9me3	E101	Digestive	GI.RECT.MUC.29	Rectal Mucosa Donor 29	Rectal_Mucosa.Donor_29	GI_RECTUM	PrimaryTissue	50Y	Female	SOLID	Caucasian	SD
E102-H3K27ac	E102-H3K27ac.narrowPeak	ChIP-seq	histone	narrowPeak	H3K27ac	E102	Digestive	GI.RECT.MUC.31	Rectal Mucosa Donor 31	Rectal_Mucosa.Donor_31	GI_RECTUM	PrimaryTissue	61Y	Female	SOLID	Caucasian	SD
E102-H3K27me3	E102-H3K27me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K27me3	E102	Digestive	GI.RECT.MUC.31	Rectal Mucosa Donor 31	Rectal_Mucosa.Donor_31	GI_RECTUM	PrimaryTissue	61Y	Female	SOLID	Caucasian	SD
E102-H3K36me3	E102-H3K36me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K36me3	E102	Digestive	GI.RECT.MUC.31	Rectal Mucosa Donor 31	Rectal_Mucosa.Donor_31	GI_RECTUM	PrimaryTissue	61Y	Female	SOLID	Caucasian	SD
E102-H3K4me1	E102-H3K4me1.narrowPeak	ChIP-seq	histone	narrowPeak	H3K4me1	E102	Digestive	GI.RECT.MUC.31	Rectal Mucosa Donor 31	Rectal_Mucosa.Donor_31	GI_RECTUM	PrimaryTissue	61Y	Female	SOLID	Caucasian	SD
E102-H3K4me3	E102-H3K4me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K4me3	E102	Digestive	GI.RECT.MUC.31	Rectal Mucosa Donor 31	Rectal_Mucosa.Donor_31	GI_RECTUM	PrimaryTissue	61Y	Female	SOLID	Caucasian	SD
E102-H3K9ac	E102-H3K9ac.narrowPeak	ChIP-seq	histone	narrowPeak	H3K9ac	E102	Digestive	GI.RECT.MUC.31	Rectal Mucosa Donor 31	Rectal_Mucosa.Donor_31	GI_RECTUM	PrimaryTissue	61Y	Female	SOLID	Caucasian	SD
E102-H3K9me3	E102-H3K9me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K9me3	E102	Digestive	GI.RECT.MUC.31	Rectal Mucosa Donor 31	Rectal_Mucosa.Donor_31	GI_RECTUM	PrimaryTissue	61Y	Female	SOLID	Caucasian	SD
E103-H3K27ac	E103-H3K27ac.narrowPeak	ChIP-seq	histone	narrowPeak	H3K27ac	E103	Sm. Muscle	GI.RECT.SM.MUS	Rectal Smooth Muscle	Rectal_Smooth_Muscle	GI_RECTUM	PrimaryTissue	50Y	Female	SOLID	Caucasian	SD
E103-H3K27me3	E103-H3K27me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K27me3	E103	Sm. Muscle	GI.RECT.SM.MUS	Rectal Smooth Muscle	Rectal_Smooth_Muscle	GI_RECTUM	PrimaryTissue	50Y	Female	SOLID	Caucasian	SD
E103-H3K36me3	E103-H3K36me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K36me3	E103	Sm. Muscle	GI.RECT.SM.MUS	Rectal Smooth Muscle	Rectal_Smooth_Muscle	GI_RECTUM	PrimaryTissue	50Y	Female	SOLID	Caucasian	SD
E103-H3K4me1	E103-H3K4me1.narrowPeak	ChIP-seq	histone	narrowPeak	H3K4me1	E103	Sm. Muscle	GI.RECT.SM.MUS	Rectal Smooth Muscle	Rectal_Smooth_Muscle	GI_RECTUM	PrimaryTissue	50Y	Female	SOLID	Caucasian	SD
E103-H3K4me3	E103-H3K4me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K4me3	E103	Sm. Muscle	GI.RECT.SM.MUS	Rectal Smooth Muscle	Rectal_Smooth_Muscle	GI_RECTUM	PrimaryTissue	50Y	Female	SOLID	Caucasian	SD
E103-H3K9ac	E103-H3K9ac.narrowPeak	ChIP-seq	histone	narrowPeak	H3K9ac	E103	Sm. Muscle	GI.RECT.SM.MUS	Rectal Smooth Muscle	Rectal_Smooth_Muscle	GI_RECTUM	PrimaryTissue	50Y	Female	SOLID	Caucasian	SD
E103-H3K9me3	E103-H3K9me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K9me3	E103	Sm. Muscle	GI.RECT.SM.MUS	Rectal Smooth Muscle	Rectal_Smooth_Muscle	GI_RECTUM	PrimaryTissue	50Y	Female	SOLID	Caucasian	SD
E104-H3K27ac	E104-H3K27ac.narrowPeak	ChIP-seq	histone	narrowPeak	H3K27ac	E104	Heart	HRT.ATR.R	Right Atrium	Right_Atrium	HEART	PrimaryTissue	34Y	Male	SOLID	Caucasian	SD
E104-H3K27me3	E104-H3K27me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K27me3	E104	Heart	HRT.ATR.R	Right Atrium	Right_Atrium	HEART	PrimaryTissue	34Y	Male	SOLID	Caucasian	SD
E104-H3K36me3	E104-H3K36me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K36me3	E104	Heart	HRT.ATR.R	Right Atrium	Right_Atrium	HEART	PrimaryTissue	34Y	Male	SOLID	Caucasian	SD
E104-H3K4me1	E104-H3K4me1.narrowPeak	ChIP-seq	histone	narrowPeak	H3K4me1	E104	Heart	HRT.ATR.R	Right Atrium	Right_Atrium	HEART	PrimaryTissue	34Y	Male	SOLID	Caucasian	SD
E104-H3K4me3	E104-H3K4me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K4me3	E104	Heart	HRT.ATR.R	Right Atrium	Right_Atrium	HEART	PrimaryTissue	34Y	Male	SOLID	Caucasian	SD
E104-H3K9me3	E104-H3K9me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K9me3	E104	Heart	HRT.ATR.R	Right Atrium	Right_Atrium	HEART	PrimaryTissue	34Y	Male	SOLID	Caucasian	SD
E105-H3K27ac	E105-H3K27ac.narrowPeak	ChIP-seq	histone	narrowPeak	H3K27ac	E105	Heart	HRT.VNT.R	Right Ventricle	Right_Ventricle	HEART	PrimaryTissue	3Y, 34Y	Male	SOLID	Caucasian/African American, Caucasian	C
E105-H3K27me3	E105-H3K27me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K27me3	E105	Heart	HRT.VNT.R	Right Ventricle	Right_Ventricle	HEART	PrimaryTissue	3Y, 34Y	Male	SOLID	Caucasian/African American, Caucasian	C
E105-H3K36me3	E105-H3K36me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K36me3	E105	Heart	HRT.VNT.R	Right Ventricle	Right_Ventricle	HEART	PrimaryTissue	3Y, 34Y	Male	SOLID	Caucasian/African American, Caucasian	C
E105-H3K4me1	E105-H3K4me1.narrowPeak	ChIP-seq	histone	narrowPeak	H3K4me1	E105	Heart	HRT.VNT.R	Right Ventricle	Right_Ventricle	HEART	PrimaryTissue	3Y, 34Y	Male	SOLID	Caucasian/African American, Caucasian	C
E105-H3K4me3	E105-H3K4me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K4me3	E105	Heart	HRT.VNT.R	Right Ventricle	Right_Ventricle	HEART	PrimaryTissue	3Y, 34Y	Male	SOLID	Caucasian/African American, Caucasian	C
E105-H3K9me3	E105-H3K9me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K9me3	E105	Heart	HRT.VNT.R	Right Ventricle	Right_Ventricle	HEART	PrimaryTissue	3Y, 34Y	Male	SOLID	Caucasian/African American, Caucasian	C
E106-H3K27ac	E106-H3K27ac.narrowPeak	ChIP-seq	histone	narrowPeak	H3K27ac	E106	Digestive	GI.CLN.SIG	Sigmoid Colon	Sigmoid_Colon	GI_COLON	PrimaryTissue	3Y, 34Y	Male	SOLID	Caucasian/African American, Caucasian	C
E106-H3K27me3	E106-H3K27me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K27me3	E106	Digestive	GI.CLN.SIG	Sigmoid Colon	Sigmoid_Colon	GI_COLON	PrimaryTissue	3Y, 34Y	Male	SOLID	Caucasian/African American, Caucasian	C
E106-H3K36me3	E106-H3K36me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K36me3	E106	Digestive	GI.CLN.SIG	Sigmoid Colon	Sigmoid_Colon	GI_COLON	PrimaryTissue	3Y, 34Y	Male	SOLID	Caucasian/African American, Caucasian	C
E106-H3K4me1	E106-H3K4me1.narrowPeak	ChIP-seq	histone	narrowPeak	H3K4me1	E106	Digestive	GI.CLN.SIG	Sigmoid Colon	Sigmoid_Colon	GI_COLON	PrimaryTissue	3Y, 34Y	Male	SOLID	Caucasian/African American, Caucasian	C
E106-H3K4me3	E106-H3K4me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K4me3	E106	Digestive	GI.CLN.SIG	Sigmoid Colon	Sigmoid_Colon	GI_COLON	PrimaryTissue	3Y, 34Y	Male	SOLID	Caucasian/African American, Caucasian	C
E106-H3K9me3	E106-H3K9me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K9me3	E106	Digestive	GI.CLN.SIG	Sigmoid Colon	Sigmoid_Colon	GI_COLON	PrimaryTissue	3Y, 34Y	Male	SOLID	Caucasian/African American, Caucasian	C
E107-H3K27me3	E107-H3K27me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K27me3	E107	Muscle	MUS.SKLT.M	Skeletal Muscle Male	Skeletal_Muscle_Male	MUSCLE	PrimaryTissue	54Y	Male	SOLID	Caucasian	SD
E107-H3K36me3	E107-H3K36me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K36me3	E107	Muscle	MUS.SKLT.M	Skeletal Muscle Male	Skeletal_Muscle_Male	MUSCLE	PrimaryTissue	54Y	Male	SOLID	Caucasian	SD
E107-H3K4me1	E107-H3K4me1.narrowPeak	ChIP-seq	histone	narrowPeak	H3K4me1	E107	Muscle	MUS.SKLT.M	Skeletal Muscle Male	Skeletal_Muscle_Male	MUSCLE	PrimaryTissue	54Y	Male	SOLID	Caucasian	SD
E107-H3K4me3	E107-H3K4me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K4me3	E107	Muscle	MUS.SKLT.M	Skeletal Muscle Male	Skeletal_Muscle_Male	MUSCLE	PrimaryTissue	54Y	Male	SOLID	Caucasian	SD
E107-H3K9ac	E107-H3K9ac.narrowPeak	ChIP-seq	histone	narrowPeak	H3K9ac	E107	Muscle	MUS.SKLT.M	Skeletal Muscle Male	Skeletal_Muscle_Male	MUSCLE	PrimaryTissue	54Y	Male	SOLID	Caucasian	SD
E107-H3K9me3	E107-H3K9me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K9me3	E107	Muscle	MUS.SKLT.M	Skeletal Muscle Male	Skeletal_Muscle_Male	MUSCLE	PrimaryTissue	54Y	Male	SOLID	Caucasian	SD
E108-H3K27ac	E108-H3K27ac.narrowPeak	ChIP-seq	histone	narrowPeak	H3K27ac	E108	Muscle	MUS.SKLT.F	Skeletal Muscle Female	Skeletal_Muscle_Female	MUSCLE	PrimaryTissue	72Y	Female	SOLID	Caucasian	SD
E108-H3K27me3	E108-H3K27me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K27me3	E108	Muscle	MUS.SKLT.F	Skeletal Muscle Female	Skeletal_Muscle_Female	MUSCLE	PrimaryTissue	72Y	Female	SOLID	Caucasian	SD
E108-H3K36me3	E108-H3K36me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K36me3	E108	Muscle	MUS.SKLT.F	Skeletal Muscle Female	Skeletal_Muscle_Female	MUSCLE	PrimaryTissue	72Y	Female	SOLID	Caucasian	SD
E108-H3K4me1	E108-H3K4me1.narrowPeak	ChIP-seq	histone	narrowPeak	H3K4me1	E108	Muscle	MUS.SKLT.F	Skeletal Muscle Female	Skeletal_Muscle_Female	MUSCLE	PrimaryTissue	72Y	Female	SOLID	Caucasian	SD
E108-H3K4me3	E108-H3K4me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K4me3	E108	Muscle	MUS.SKLT.F	Skeletal Muscle Female	Skeletal_Muscle_Female	MUSCLE	PrimaryTissue	72Y	Female	SOLID	Caucasian	SD
E108-H3K9ac	E108-H3K9ac.narrowPeak	ChIP-seq	histone	narrowPeak	H3K9ac	E108	Muscle	MUS.SKLT.F	Skeletal Muscle Female	Skeletal_Muscle_Female	MUSCLE	PrimaryTissue	72Y	Female	SOLID	Caucasian	SD
E108-H3K9me3	E108-H3K9me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K9me3	E108	Muscle	MUS.SKLT.F	Skeletal Muscle Female	Skeletal_Muscle_Female	MUSCLE	PrimaryTissue	72Y	Female	SOLID	Caucasian	SD
E109-DNase.hotspot.all	E109-DNase.hotspot.all.peaks.bed	DnaseI-seq	dnase	hotspot.all	NA	E109	Digestive	GI.S.INT	Small Intestine	Small_Intestine	GI_INTESTINE	PrimaryTissue	3Y, 34Y	Male	SOLID	Caucasian/African American, Caucasian	C
E109-DNase.hotspot.fdr0.01	E109-DNase.hotspot.fdr0.01.peaks.bed	DnaseI-seq	dnase	hotspot.fdr0.01	NA	E109	Digestive	GI.S.INT	Small Intestine	Small_Intestine	GI_INTESTINE	PrimaryTissue	3Y, 34Y	Male	SOLID	Caucasian/African American, Caucasian	C
E109-DNase.macs2	E109-DNase.macs2.narrowPeak	DnaseI-seq	dnase	narrowPeak	NA	E109	Digestive	GI.S.INT	Small Intestine	Small_Intestine	GI_INTESTINE	PrimaryTissue	3Y, 34Y	Male	SOLID	Caucasian/African American, Caucasian	C
E109-H3K27ac	E109-H3K27ac.narrowPeak	ChIP-seq	histone	narrowPeak	H3K27ac	E109	Digestive	GI.S.INT	Small Intestine	Small_Intestine	GI_INTESTINE	PrimaryTissue	3Y, 34Y	Male	SOLID	Caucasian/African American, Caucasian	C
E109-H3K27me3	E109-H3K27me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K27me3	E109	Digestive	GI.S.INT	Small Intestine	Small_Intestine	GI_INTESTINE	PrimaryTissue	3Y, 34Y	Male	SOLID	Caucasian/African American, Caucasian	C
E109-H3K36me3	E109-H3K36me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K36me3	E109	Digestive	GI.S.INT	Small Intestine	Small_Intestine	GI_INTESTINE	PrimaryTissue	3Y, 34Y	Male	SOLID	Caucasian/African American, Caucasian	C
E109-H3K4me1	E109-H3K4me1.narrowPeak	ChIP-seq	histone	narrowPeak	H3K4me1	E109	Digestive	GI.S.INT	Small Intestine	Small_Intestine	GI_INTESTINE	PrimaryTissue	3Y, 34Y	Male	SOLID	Caucasian/African American, Caucasian	C
E109-H3K4me3	E109-H3K4me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K4me3	E109	Digestive	GI.S.INT	Small Intestine	Small_Intestine	GI_INTESTINE	PrimaryTissue	3Y, 34Y	Male	SOLID	Caucasian/African American, Caucasian	C
E109-H3K9me3	E109-H3K9me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K9me3	E109	Digestive	GI.S.INT	Small Intestine	Small_Intestine	GI_INTESTINE	PrimaryTissue	3Y, 34Y	Male	SOLID	Caucasian/African American, Caucasian	C
E110-H3K27me3	E110-H3K27me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K27me3	E110	Digestive	GI.STMC.MUC	Stomach Mucosa	Stomach_Mucosa	GI_STOMACH	PrimaryTissue	59Y	Male	SOLID	Caucasian	SD
E110-H3K36me3	E110-H3K36me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K36me3	E110	Digestive	GI.STMC.MUC	Stomach Mucosa	Stomach_Mucosa	GI_STOMACH	PrimaryTissue	59Y	Male	SOLID	Caucasian	SD
E110-H3K4me1	E110-H3K4me1.narrowPeak	ChIP-seq	histone	narrowPeak	H3K4me1	E110	Digestive	GI.STMC.MUC	Stomach Mucosa	Stomach_Mucosa	GI_STOMACH	PrimaryTissue	59Y	Male	SOLID	Caucasian	SD
E110-H3K4me3	E110-H3K4me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K4me3	E110	Digestive	GI.STMC.MUC	Stomach Mucosa	Stomach_Mucosa	GI_STOMACH	PrimaryTissue	59Y	Male	SOLID	Caucasian	SD
E110-H3K9ac	E110-H3K9ac.narrowPeak	ChIP-seq	histone	narrowPeak	H3K9ac	E110	Digestive	GI.STMC.MUC	Stomach Mucosa	Stomach_Mucosa	GI_STOMACH	PrimaryTissue	59Y	Male	SOLID	Caucasian	SD
E110-H3K9me3	E110-H3K9me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K9me3	E110	Digestive	GI.STMC.MUC	Stomach Mucosa	Stomach_Mucosa	GI_STOMACH	PrimaryTissue	59Y	Male	SOLID	Caucasian	SD
E111-H3K27ac	E111-H3K27ac.narrowPeak	ChIP-seq	histone	narrowPeak	H3K27ac	E111	Sm. Muscle	GI.STMC.MUS	Stomach Smooth Muscle	Stomach_Smooth_Muscle	GI_STOMACH	PrimaryTissue	84Y	Female	SOLID	Caucasian	SD
E111-H3K27me3	E111-H3K27me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K27me3	E111	Sm. Muscle	GI.STMC.MUS	Stomach Smooth Muscle	Stomach_Smooth_Muscle	GI_STOMACH	PrimaryTissue	84Y	Female	SOLID	Caucasian	SD
E111-H3K36me3	E111-H3K36me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K36me3	E111	Sm. Muscle	GI.STMC.MUS	Stomach Smooth Muscle	Stomach_Smooth_Muscle	GI_STOMACH	PrimaryTissue	84Y	Female	SOLID	Caucasian	SD
E111-H3K4me1	E111-H3K4me1.narrowPeak	ChIP-seq	histone	narrowPeak	H3K4me1	E111	Sm. Muscle	GI.STMC.MUS	Stomach Smooth Muscle	Stomach_Smooth_Muscle	GI_STOMACH	PrimaryTissue	84Y	Female	SOLID	Caucasian	SD
E111-H3K4me3	E111-H3K4me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K4me3	E111	Sm. Muscle	GI.STMC.MUS	Stomach Smooth Muscle	Stomach_Smooth_Muscle	GI_STOMACH	PrimaryTissue	84Y	Female	SOLID	Caucasian	SD
E111-H3K9ac	E111-H3K9ac.narrowPeak	ChIP-seq	histone	narrowPeak	H3K9ac	E111	Sm. Muscle	GI.STMC.MUS	Stomach Smooth Muscle	Stomach_Smooth_Muscle	GI_STOMACH	PrimaryTissue	84Y	Female	SOLID	Caucasian	SD
E111-H3K9me3	E111-H3K9me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K9me3	E111	Sm. Muscle	GI.STMC.MUS	Stomach Smooth Muscle	Stomach_Smooth_Muscle	GI_STOMACH	PrimaryTissue	84Y	Female	SOLID	Caucasian	SD
E112-H3K27ac	E112-H3K27ac.narrowPeak	ChIP-seq	histone	narrowPeak	H3K27ac	E112	Thymus	THYM	Thymus	Thymus	THYMUS	PrimaryTissue	3Y	Male	SOLID	Caucasian/African American	SD
E112-H3K27me3	E112-H3K27me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K27me3	E112	Thymus	THYM	Thymus	Thymus	THYMUS	PrimaryTissue	3Y	Male	SOLID	Caucasian/African American	SD
E112-H3K36me3	E112-H3K36me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K36me3	E112	Thymus	THYM	Thymus	Thymus	THYMUS	PrimaryTissue	3Y	Male	SOLID	Caucasian/African American	SD
E112-H3K4me1	E112-H3K4me1.narrowPeak	ChIP-seq	histone	narrowPeak	H3K4me1	E112	Thymus	THYM	Thymus	Thymus	THYMUS	PrimaryTissue	3Y	Male	SOLID	Caucasian/African American	SD
E112-H3K4me3	E112-H3K4me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K4me3	E112	Thymus	THYM	Thymus	Thymus	THYMUS	PrimaryTissue	3Y	Male	SOLID	Caucasian/African American	SD
E112-H3K9me3	E112-H3K9me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K9me3	E112	Thymus	THYM	Thymus	Thymus	THYMUS	PrimaryTissue	3Y	Male	SOLID	Caucasian/African American	SD
E113-H3K27ac	E113-H3K27ac.narrowPeak	ChIP-seq	histone	narrowPeak	H3K27ac	E113	Other	SPLN	Spleen	Spleen	SPLEEN	PrimaryTissue	34Y	Male	SOLID	Caucasian	SD
E113-H3K27me3	E113-H3K27me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K27me3	E113	Other	SPLN	Spleen	Spleen	SPLEEN	PrimaryTissue	34Y	Male	SOLID	Caucasian	SD
E113-H3K36me3	E113-H3K36me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K36me3	E113	Other	SPLN	Spleen	Spleen	SPLEEN	PrimaryTissue	34Y	Male	SOLID	Caucasian	SD
E113-H3K4me1	E113-H3K4me1.narrowPeak	ChIP-seq	histone	narrowPeak	H3K4me1	E113	Other	SPLN	Spleen	Spleen	SPLEEN	PrimaryTissue	34Y	Male	SOLID	Caucasian	SD
E113-H3K4me3	E113-H3K4me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K4me3	E113	Other	SPLN	Spleen	Spleen	SPLEEN	PrimaryTissue	34Y	Male	SOLID	Caucasian	SD
E113-H3K9me3	E113-H3K9me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K9me3	E113	Other	SPLN	Spleen	Spleen	SPLEEN	PrimaryTissue	34Y	Male	SOLID	Caucasian	SD
E114-DNase.macs2	E114-DNase.macs2.narrowPeak	DnaseI-seq	dnase	narrowPeak	NA	E114	ENCODE2012	LNG.A549.ETOH002.CNCR	A549 EtOH 0.02pct Lung Carcinoma Cell Line	A549_EtOH_0.02pct_Lung_Carcinoma	LUNG	CellLine		Male			SD
E114-H2A.Z	E114-H2A.Z.narrowPeak	ChIP-seq	histone	narrowPeak	H2A.Z	E114	ENCODE2012	LNG.A549.ETOH002.CNCR	A549 EtOH 0.02pct Lung Carcinoma Cell Line	A549_EtOH_0.02pct_Lung_Carcinoma	LUNG	CellLine		Male			SD
E114-H3K27ac	E114-H3K27ac.narrowPeak	ChIP-seq	histone	narrowPeak	H3K27ac	E114	ENCODE2012	LNG.A549.ETOH002.CNCR	A549 EtOH 0.02pct Lung Carcinoma Cell Line	A549_EtOH_0.02pct_Lung_Carcinoma	LUNG	CellLine		Male			SD
